loss,mape,val_loss,val_mape
0.0107176648452878,100916.9296875,0.004207028076052666,110976.9453125
0.0044069136492908,29777.16796875,0.005763484165072441,40803.65234375
0.003623327473178506,28859.21875,0.00450093112885952,84858.8828125
0.0033456403762102127,18576.49609375,0.0037126231472939253,108583.5546875
0.0032880613580346107,25255.21875,0.00326294032856822,184390.640625
0.0031991556752473116,32923.4296875,0.002994381356984377,53380.8125
0.003140608547255397,28195.17578125,0.0027578051667660475,70314.1796875
0.003057161346077919,16589.861328125,0.003113151527941227,71901.1875
0.003031940432265401,23285.61328125,0.002878223080188036,139737.46875
0.0030060680583119392,28272.044921875,0.0029602092690765858,146287.625
0.0029438966885209084,39134.9375,0.002678945893421769,51252.94140625
0.002910153940320015,28675.615234375,0.0025596218183636665,74672.75
0.002859396394342184,19532.908203125,0.0027828128077089787,42988.6171875
0.0028543886728584766,22192.064453125,0.002571696415543556,48068.34375
0.002833673730492592,17246.708984375,0.0029787193052470684,29896.279296875
0.002788429381325841,20426.46875,0.002619619481265545,85969.375
0.002758021466434002,31164.30078125,0.0027411498595029116,52712.23828125
0.002758731134235859,21429.53125,0.0027057514525949955,98363.890625
0.0027679777704179287,21167.669921875,0.0026810336858034134,101564.6484375
0.002758495043963194,21155.689453125,0.002592438831925392,43214.61328125
0.002752623986452818,20266.5625,0.0025910749100148678,49310.1640625
0.0027540975715965033,31330.486328125,0.0028755113016813993,76850.8671875
0.002749658189713955,18835.91796875,0.0026606013998389244,86487.1796875
0.0027378087397664785,23509.85546875,0.0025185984559357166,52358.2734375
0.0027016953099519014,23913.34375,0.0025727893225848675,113090.9921875
0.0027182369958609343,24950.322265625,0.002724951133131981,40210.62890625
0.00268327328376472,19054.720703125,0.002860471373423934,152382.90625
0.0026918689254671335,26743.978515625,0.0028102672658860683,100348.0859375
0.002700293669477105,24165.048828125,0.002706534694880247,68683.6171875
0.002680822042748332,17844.873046875,0.002704271348193288,49406.265625
0.0026603422593325377,22545.53515625,0.002840102883055806,48618.1796875
0.002689686371013522,21511.1953125,0.002550475299358368,55642.34375
0.002667210763320327,19020.126953125,0.0024792011827230453,105861.9609375
0.0026821831706911325,26632.423828125,0.0024701165966689587,60655.921875
0.002662834245711565,21373.234375,0.002756378846243024,83006.6875
0.0026765158399939537,21412.48828125,0.0025801793672144413,25578.236328125
0.002662113169208169,14989.9306640625,0.0026117153465747833,24689.017578125
0.0026680221781134605,16628.302734375,0.0029458396602422,49053.453125
0.0026466622948646545,26581.052734375,0.002611706964671612,27934.716796875
0.002658180193975568,23900.587890625,0.0024265707470476627,43178.48828125
0.002650378504768014,20514.7109375,0.0024808619637042284,62182.3203125
0.002651615533977747,21690.92578125,0.0026278251316398382,61348.77734375
0.0026148580946028233,22559.103515625,0.002505192067474127,40961.5703125
0.0026073346380144358,16792.869140625,0.0032578869722783566,205097.9375
0.002645618747919798,20157.04296875,0.002588513772934675,37622.59765625
0.002619703533127904,17985.28515625,0.0026490194723010063,72419.1875
0.002636975608766079,19228.69140625,0.002418666845187545,67407.8359375
0.0026208129711449146,21830.0234375,0.002590880496427417,95737.953125
0.0026239356957376003,19389.16796875,0.0026060440577566624,40666.8515625
0.002615441335365176,18767.646484375,0.0024205173831433058,48738.9453125
0.0025912513956427574,23387.42578125,0.0024685102980583906,84659.84375
0.0026054466143250465,18825.62890625,0.0024585011415183544,34484.546875
0.002601917367428541,23123.224609375,0.002365889260545373,58731.40234375
0.002560135442763567,17529.89453125,0.0024137727450579405,64343.82421875
0.0025766061153262854,22972.79296875,0.0024130777455866337,69338.8984375
0.0025744375307112932,16903.765625,0.0023618582636117935,55919.19140625
0.002578807296231389,21091.30859375,0.002510962774977088,38170.80859375
0.0025750850327312946,17888.10546875,0.0024217963218688965,62428.03515625
0.0025664486456662416,14662.0927734375,0.002389443339779973,56053.05078125
0.0025569547433406115,24376.4140625,0.002530694706365466,49690.66796875
0.0025869153905659914,20076.16015625,0.002375551499426365,60413.51171875
0.0025504310615360737,21583.365234375,0.002583024324849248,64954.4921875
0.0025436393916606903,23626.443359375,0.0027463941369205713,24705.033203125
0.0025620083324611187,27600.693359375,0.002387499902397394,80064.4375
0.002528547076508403,20319.466796875,0.0024662665091454983,96791.1015625
0.0025180710945278406,21378.72265625,0.002640132326632738,81810.9921875
0.0025359613355249166,18755.642578125,0.002380849327892065,39861.73046875
0.002511938801035285,21927.767578125,0.0023829129058867693,68668.40625
0.0025058912578970194,23378.376953125,0.0026165866293013096,43738.71484375
0.0025191286113113165,15880.275390625,0.0023036182392388582,58664.26171875
0.0024964308831840754,17419.71484375,0.002793738152831793,55493.87109375
0.002502353163436055,19828.798828125,0.002500806236639619,50346.1015625
0.0025031697005033493,18250.63671875,0.0023258915171027184,64943.1875
0.002505301497876644,18804.921875,0.002499115653336048,80934.140625
0.0024673102889209986,20467.650390625,0.002375905867666006,47835.48046875
0.0025027163792401552,17184.431640625,0.002287951996549964,47958.859375
0.0024825858417898417,15782.29296875,0.002289479598402977,57680.58984375
0.0024795320350676775,16665.0859375,0.002506529213860631,37891.03125
0.0024728672578930855,21303.318359375,0.0025654423516243696,57410.53515625
0.002463370794430375,18117.357421875,0.0022833950351923704,81320.140625
0.002477227943018079,20889.71875,0.002299688057973981,55023.2890625
0.002446042373776436,19136.2265625,0.002298492705449462,77987.046875
0.002461577532812953,18765.1171875,0.0022809600923210382,68689.515625
0.0024448048789054155,19676.3046875,0.002536957850679755,44254.921875
0.0024375361390411854,24611.388671875,0.0024353761691600084,49756.21484375
0.0024418721441179514,15396.3544921875,0.002439012285321951,83091.890625
0.00242469715885818,19466.900390625,0.0022989145945757627,49929.95703125
0.002430891152471304,20923.55078125,0.002412737114354968,114086.28125
0.002432521665468812,17791.748046875,0.0023036340717226267,62881.0859375
0.0024377177469432354,17671.259765625,0.0023234414402395487,75407.2578125
0.0024421478156000376,22029.595703125,0.0022938884794712067,76099.0234375
0.00243143318220973,18630.59765625,0.002386552980169654,37178.45703125
0.0024126481730490923,22308.548828125,0.0021864231675863266,66727.6640625
0.002404270227998495,21091.650390625,0.0023262554313987494,37679.66796875
0.002420190954580903,20002.84765625,0.002312828553840518,96438.015625
0.002398998709395528,19616.439453125,0.0025550764985382557,139393.328125
0.0024218822363764048,28252.400390625,0.0023568812757730484,33056.046875
0.002423653146252036,21232.26171875,0.0021851726341992617,55732.42578125
0.0023732909467071295,20877.9609375,0.002221140079200268,41447.41015625
0.0023757575545459986,18708.615234375,0.002428091363981366,33985.66796875
0.0024032420478761196,18135.96484375,0.0021633682772517204,50221.4453125
0.0023952964693307877,19350.5390625,0.002270523691549897,37004.76171875
0.0023972743656486273,18293.58984375,0.002476107096299529,64800.0703125
0.0023891155142337084,18593.40234375,0.0025135523173958063,48687.83203125
0.002406325191259384,22036.556640625,0.0024426227901130915,78997.7578125
0.0023789755068719387,21545.30859375,0.002157025970518589,52922.6015625
0.002381802536547184,17162.140625,0.00267852027900517,66815.1875
0.002384598832577467,18519.435546875,0.0022240602411329746,50455.37109375
0.0023490760941058397,26130.306640625,0.0022633462212979794,64233.56640625
0.002372927963733673,22621.8828125,0.0020856447517871857,80087.015625
0.002349853515625,21262.474609375,0.0020967579912394285,57508.375
0.0023641560692340136,21196.06640625,0.002164679579436779,49526.44921875
0.0023436935152858496,21577.544921875,0.002075155032798648,60984.546875
0.002366491360589862,18387.51171875,0.0023222777526825666,112501.7265625
0.0023372939322143793,15325.0390625,0.002163598546758294,47868.55859375
0.0023536758963018656,22380.67578125,0.002062473213300109,71775.5390625
0.002354786265641451,18376.91796875,0.002405833685770631,67816.9765625
0.0023428492713719606,16037.673828125,0.002154062269255519,39741.83984375
0.002320793690159917,16445.53515625,0.002478827955201268,43088.4765625
0.002305395668372512,16158.0771484375,0.0020611959043890238,59411.64453125
0.002320645609870553,19962.033203125,0.0022888784296810627,53021.43359375
0.002325916662812233,21969.271484375,0.0023946750443428755,115318.203125
0.0023377230390906334,24166.255859375,0.0021839614491909742,66105.765625
0.002322116866707802,19116.08984375,0.002129507716745138,44126.09765625
0.002332417294383049,19599.45703125,0.0022927613463252783,101846.34375
0.0023208821658045053,14493.853515625,0.0022687665186822414,50874.28125
0.002314303070306778,21345.939453125,0.0020720669999718666,64618.96484375
0.002312996657565236,14279.951171875,0.0024566915817558765,47676.4375
0.0023170432541519403,25396.64453125,0.0021408607717603445,54162.81640625
0.002337542362511158,20061.333984375,0.0021439953707158566,112185.4296875
0.002325969049707055,18181.416015625,0.0021373124327510595,78816.21875
0.00231924862600863,18433.44140625,0.0021915205288678408,51613.15234375
0.0023058494552969933,18230.380859375,0.0021001307759433985,60355.125
0.002296176739037037,25959.078125,0.0020714085549116135,49422.76953125
0.00228949380107224,18997.103515625,0.002433786867186427,65674.3515625
